Date,CustomerID,Product,Category,Region,Quantity,Revenue,Cost,Profit,Discount
2025-01-26,CUST-02206,Product C,Home & Kitchen,West,3,254.36,149.11,105.25,5.0
2025-01-26,CUST-02587,Product C,Home & Kitchen,West,4,339.15,229.9,109.25,5.0
2025-01-26,CUST-01617,Product B,Electronics,West,3,1071.0,723.62,347.38,0.0
2025-01-26,CUST-01194,Product C,Home & Kitchen,South,1,76.5,58.24,18.26,10.0
2025-01-26,CUST-00372,Product A,Electronics,West,2,369.6,280.04,89.56,20.0
2025-01-26,CUST-02429,Product C,Home & Kitchen,North,1,78.2,62.34,15.86,20.0
2025-01-26,CUST-00610,Product E,Apparel,East,5,270.0,176.77,93.23,0.0
2025-01-26,CUST-00495,Product C,Home & Kitchen,West,2,142.8,107.96,34.84,20.0
2025-01-26,CUST-02352,Product D,Apparel,North,4,207.0,117.06,89.94,0.0
2025-01-26,CUST-02286,Product C,Home & Kitchen,North,2,175.95,134.25,41.7,10.0
2025-01-26,CUST-02229,Product A,Electronics,East,3,594.0,382.24,211.76,0.0
2025-01-26,CUST-01584,Product B,Electronics,West,3,1071.0,698.07,372.93,0.0
2025-01-26,CUST-01272,Product E,Apparel,North,1,69.0,39.76,29.24,0.0
2025-01-26,CUST-02743,Product E,Apparel,West,3,189.0,124.16,64.84,0.0
2025-01-26,CUST-01985,Product C,Home & Kitchen,West,2,169.58,122.81,46.77,5.0
2025-01-26,CUST-02259,Product B,Electronics,West,5,1785.0,1117.2,667.8,0.0
2025-01-26,CUST-02267,Product C,Home & Kitchen,East,4,260.1,201.56,58.54,15.0
2025-01-26,CUST-01551,Product E,Apparel,West,1,63.0,39.48,23.52,0.0
2025-01-26,CUST-02671,Product C,Home & Kitchen,West,2,178.5,116.99,61.51,0.0
2025-01-26,CUST-02064,Product C,Home & Kitchen,South,3,255.0,143.4,111.6,0.0
2025-01-26,CUST-02348,Product C,Home & Kitchen,North,3,293.25,179.13,114.12,0.0
2025-01-26,CUST-01114,Product E,Apparel,North,3,207.0,121.15,85.85,0.0
2025-01-26,CUST-02923,Product B,Electronics,West,4,1428.0,882.87,545.13,0.0
2025-01-26,CUST-01375,Product D,Apparel,West,2,94.5,55.63,38.87,0.0
2025-01-26,CUST-02321,Product A,Electronics,West,2,438.9,274.36,164.54,5.0
2025-01-26,CUST-02970,Product B,Electronics,West,2,714.0,486.65,227.35,0.0
2025-01-26,CUST-01144,Product B,Electronics,East,1,260.1,212.19,47.91,15.0
2025-01-26,CUST-01107,Product D,Apparel,South,6,229.5,157.68,71.82,15.0
2025-01-26,CUST-01939,Product D,Apparel,West,5,189.0,150.34,38.66,20.0
2025-01-26,CUST-00803,Product D,Apparel,North,5,207.0,175.9,31.1,20.0
2025-01-26,CUST-01603,Product D,Apparel,North,2,87.97,68.29,19.68,15.0
2025-01-26,CUST-00343,Product B,Electronics,North,2,782.0,430.28,351.72,0.0
2025-01-26,CUST-00771,Product D,Apparel,North,4,207.0,141.99,65.01,0.0
2025-01-26,CUST-02778,Product C,Home & Kitchen,East,2,137.7,91.31,46.39,10.0
2025-01-26,CUST-00423,Product B,Electronics,North,2,664.7,445.15,219.55,15.0
2025-01-26,CUST-01831,Product C,Home & Kitchen,North,3,293.25,205.11,88.14,0.0
2025-01-27,CUST-02619,Product A,Electronics,West,4,924.0,571.13,352.87,0.0
2025-01-27,CUST-00988,Product A,Electronics,South,3,660.0,407.07,252.93,0.0
2025-01-27,CUST-00744,Product B,Electronics,West,1,357.0,204.95,152.05,0.0
2025-01-27,CUST-01446,Product C,Home & Kitchen,North,3,293.25,173.75,119.5,0.0
2025-01-27,CUST-00820,Product E,Apparel,North,3,207.0,114.4,92.6,0.0
2025-01-27,CUST-01244,Product A,Electronics,West,1,231.0,127.6,103.4,0.0
2025-01-27,CUST-00485,Product E,Apparel,South,1,60.0,41.58,18.42,0.0
2025-01-27,CUST-01825,Product C,Home & Kitchen,East,1,76.5,50.71,25.79,0.0
2025-01-27,CUST-02796,Product C,Home & Kitchen,East,2,153.0,94.36,58.64,0.0
2025-01-27,CUST-01377,Product C,Home & Kitchen,East,5,382.5,247.71,134.79,0.0
2025-01-27,CUST-02937,Product B,Electronics,South,2,680.0,378.48,301.52,0.0
2025-01-27,CUST-00677,Product D,Apparel,North,1,49.16,33.51,15.65,5.0
2025-01-27,CUST-01634,Product A,Electronics,North,5,1265.0,853.77,411.23,0.0
2025-01-27,CUST-02518,Product A,Electronics,South,3,627.0,377.0,250.0,5.0
2025-01-27,CUST-01554,Product B,Electronics,East,5,1530.0,896.53,633.47,0.0
2025-01-27,CUST-02125,Product D,Apparel,South,4,180.0,113.57,66.43,0.0
2025-01-27,CUST-02256,Product B,Electronics,North,3,1173.0,706.25,466.75,0.0
2025-01-27,CUST-00467,Product A,Electronics,East,2,396.0,262.18,133.82,0.0
2025-01-27,CUST-02782,Product B,Electronics,North,5,1955.0,1286.68,668.32,0.0
2025-01-27,CUST-01225,Product D,Apparel,North,3,155.25,89.14,66.11,0.0
2025-01-27,CUST-01669,Product B,Electronics,North,3,1173.0,771.28,401.72,0.0
2025-01-27,CUST-02706,Product E,Apparel,North,4,262.2,188.04,74.16,5.0
2025-01-27,CUST-01100,Product A,Electronics,South,3,660.0,386.18,273.82,0.0
2025-01-27,CUST-02942,Product C,Home & Kitchen,East,1,76.5,43.08,33.42,0.0
2025-01-27,CUST-02457,Product C,Home & Kitchen,East,1,72.68,47.33,25.35,5.0
2025-01-27,CUST-01147,Product D,Apparel,West,1,47.25,29.42,17.83,0.0
2025-01-27,CUST-00471,Product E,Apparel,South,2,120.0,83.08,36.92,0.0
2025-01-27,CUST-02319,Product D,Apparel,South,1,42.75,27.33,15.42,5.0
2025-01-27,CUST-01496,Product A,Electronics,West,1,219.45,144.85,74.6,5.0
2025-01-27,CUST-00577,Product E,Apparel,North,2,131.1,90.62,40.48,5.0
2025-01-27,CUST-01010,Product A,Electronics,West,1,196.35,157.44,38.91,15.0
2025-01-27,CUST-00619,Product B,Electronics,West,7,2499.0,1507.08,991.92,0.0
2025-01-27,CUST-00465,Product E,Apparel,North,4,262.2,191.22,70.98,5.0
2025-01-27,CUST-00487,Product C,Home & Kitchen,South,3,255.0,150.49,104.51,0.0
2025-01-27,CUST-01562,Product A,Electronics,North,1,253.0,152.94,100.06,0.0
2025-01-27,CUST-00308,Product A,Electronics,West,3,589.05,436.28,152.77,15.0
2025-01-27,CUST-02438,Product B,Electronics,North,1,391.0,263.25,127.75,0.0
2025-01-28,CUST-02418,Product B,Electronics,West,1,339.15,229.65,109.5,5.0
2025-01-28,CUST-00603,Product B,Electronics,West,7,2124.15,1574.79,549.36,15.0
2025-01-28,CUST-01979,Product D,Apparel,West,1,40.16,26.18,13.98,15.0
2025-01-28,CUST-01088,Product A,Electronics,South,1,220.0,124.78,95.22,0.0
2025-01-28,CUST-02279,Product E,Apparel,South,2,102.0,76.12,25.88,15.0
2025-01-28,CUST-01560,Product E,Apparel,West,6,378.0,239.28,138.72,0.0
2025-01-28,CUST-00353,Product C,Home & Kitchen,East,2,153.0,92.01,60.99,0.0
2025-01-28,CUST-02820,Product C,Home & Kitchen,West,2,151.72,105.07,46.65,15.0
2025-01-28,CUST-02654,Product E,Apparel,North,4,276.0,173.07,102.93,0.0
2025-01-28,CUST-00426,Product A,Electronics,West,1,231.0,145.1,85.9,0.0
2025-01-28,CUST-02118,Product C,Home & Kitchen,West,1,84.79,61.81,22.98,5.0
2025-01-28,CUST-01532,Product D,Apparel,North,1,49.16,30.02,19.14,5.0
2025-01-28,CUST-01309,Product D,Apparel,East,1,34.42,24.08,10.34,15.0
2025-01-28,CUST-00889,Product B,Electronics,West,3,963.9,707.59,256.31,10.0
2025-01-28,CUST-00839,Product C,Home & Kitchen,West,4,285.6,196.71,88.89,20.0
2025-01-28,CUST-00096,Product A,Electronics,North,4,1012.0,665.29,346.71,0.0
2025-01-28,CUST-01483,Product C,Home & Kitchen,West,5,423.94,299.16,124.78,5.0
2025-01-28,CUST-02559,Product C,Home & Kitchen,West,1,89.25,59.73,29.52,0.0
2025-01-28,CUST-02563,Product B,Electronics,North,2,782.0,522.69,259.31,0.0
2025-01-28,CUST-00822,Product A,Electronics,North,5,1265.0,749.68,515.32,0.0
2025-01-28,CUST-01066,Product C,Home & Kitchen,North,3,263.92,170.71,93.21,10.0
2025-01-28,CUST-02860,Product B,Electronics,South,5,1615.0,1101.69,513.31,5.0
2025-01-28,CUST-02864,Product D,Apparel,South,5,225.0,129.68,95.32,0.0
2025-01-28,CUST-02845,Product B,Electronics,East,3,780.3,557.74,222.56,15.0
2025-01-28,CUST-00769,Product B,Electronics,South,2,646.0,401.8,244.2,5.0
2025-01-28,CUST-01728,Product A,Electronics,South,1,198.0,140.75,57.25,10.0
2025-01-28,CUST-02049,Product E,Apparel,North,2,138.0,87.31,50.69,0.0
2025-01-28,CUST-00722,Product D,Apparel,South,4,162.0,125.01,36.99,10.0
2025-01-28,CUST-01821,Product C,Home & Kitchen,North,1,83.09,54.34,28.75,15.0
2025-01-28,CUST-00586,Product A,Electronics,North,4,1012.0,557.84,454.16,0.0
2025-01-28,CUST-00411,Product B,Electronics,West,3,1017.45,735.07,282.38,5.0
2025-01-28,CUST-01670,Product D,Apparel,East,4,153.9,96.94,56.96,5.0
2025-01-28,CUST-00016,Product B,Electronics,North,3,1173.0,810.56,362.44,0.0
2025-01-28,CUST-00404,Product B,Electronics,South,5,1445.0,1067.79,377.21,15.0
2025-01-28,CUST-02653,Product A,Electronics,North,3,721.05,499.03,222.02,5.0
2025-01-28,CUST-02277,Product C,Home & Kitchen,South,4,340.0,220.47,119.53,0.0
2025-01-28,CUST-00866,Product D,Apparel,East,2,81.0,53.43,27.57,0.0
2025-01-28,CUST-01926,Product B,Electronics,North,1,391.0,264.84,126.16,0.0
2025-01-28,CUST-00211,Product C,Home & Kitchen,North,2,195.5,107.69,87.81,0.0
2025-01-28,CUST-00457,Product E,Apparel,South,2,102.0,70.39,31.61,15.0
2025-01-28,CUST-01304,Product C,Home & Kitchen,West,2,169.58,104.64,64.94,5.0
2025-01-28,CUST-01481,Product A,Electronics,South,3,660.0,413.26,246.74,0.0
2025-01-28,CUST-01706,Product D,Apparel,West,2,89.78,58.71,31.07,5.0
2025-01-29,CUST-02033,Product A,Electronics,South,1,220.0,145.05,74.95,0.0
2025-01-29,CUST-01416,Product E,Apparel,North,3,207.0,124.11,82.89,0.0
2025-01-29,CUST-02539,Product B,Electronics,East,1,306.0,173.73,132.27,0.0
2025-01-29,CUST-02836,Product C,Home & Kitchen,South,3,255.0,164.23,90.77,0.0
2025-01-29,CUST-00992,Product E,Apparel,South,7,357.0,287.93,69.07,15.0
2025-01-29,CUST-00091,Product D,Apparel,South,1,45.0,28.19,16.81,0.0
2025-01-29,CUST-01333,Product C,Home & Kitchen,West,7,624.75,415.79,208.96,0.0
2025-01-29,CUST-00463,Product A,Electronics,South,4,792.0,554.35,237.65,10.0
2025-01-29,CUST-00902,Product D,Apparel,North,1,51.75,32.45,19.3,0.0
2025-01-29,CUST-00297,Product C,Home & Kitchen,North,3,234.6,163.05,71.55,20.0
2025-01-29,CUST-02700,Product A,Electronics,West,1,231.0,132.6,98.4,0.0
2025-01-29,CUST-02851,Product D,Apparel,East,1,40.5,26.96,13.54,0.0
2025-01-29,CUST-01285,Product D,Apparel,North,2,98.32,59.0,39.32,5.0
2025-01-29,CUST-00922,Product D,Apparel,South,3,128.25,91.23,37.02,5.0
2025-01-29,CUST-02408,Product E,Apparel,South,3,180.0,124.71,55.29,0.0
2025-01-29,CUST-00320,Product E,Apparel,West,2,100.8,79.13,21.67,20.0
2025-01-29,CUST-01825,Product C,Home & Kitchen,South,1,85.0,55.49,29.51,0.0
2025-01-29,CUST-02388,Product A,Electronics,North,5,1138.5,860.47,278.03,10.0
2025-01-29,CUST-01352,Product C,Home & Kitchen,West,2,178.5,109.76,68.74,0.0
2025-01-29,CUST-01520,Product A,Electronics,North,3,759.0,469.18,289.82,0.0
2025-01-29,CUST-01917,Product B,Electronics,East,3,872.1,590.63,281.47,5.0
2025-01-29,CUST-02196,Product E,Apparel,West,2,107.1,85.49,21.61,15.0
2025-01-29,CUST-02003,Product D,Apparel,South,2,76.5,56.02,20.48,15.0
2025-01-29,CUST-00957,Product A,Electronics,North,3,683.1,436.86,246.24,10.0
2025-01-29,CUST-00021,Product B,Electronics,North,4,1564.0,985.26,578.74,0.0
2025-01-29,CUST-01802,Product B,Electronics,North,2,703.8,435.18,268.62,10.0
2025-01-29,CUST-02271,Product B,Electronics,West,3,1071.0,595.19,475.81,0.0
2025-01-29,CUST-01155,Product C,Home & Kitchen,South,5,361.25,237.47,123.78,15.0
2025-01-29,CUST-02396,Product C,Home & Kitchen,South,2,170.0,112.34,57.66,0.0
2025-01-29,CUST-01023,Product D,Apparel,West,4,189.0,112.81,76.19,0.0
2025-01-29,CUST-00684,Product B,Electronics,North,1,391.0,265.54,125.46,0.0
2025-01-29,CUST-00108,Product B,Electronics,West,5,1785.0,1192.18,592.82,0.0
2025-01-29,CUST-00013,Product A,Electronics,South,2,440.0,284.63,155.37,0.0
2025-01-29,CUST-01775,Product C,Home & Kitchen,South,1,85.0,59.08,25.92,0.0
2025-01-29,CUST-00642,Product D,Apparel,South,1,45.0,31.32,13.68,0.0
2025-01-29,CUST-01224,Product C,Home & Kitchen,North,3,249.26,190.59,58.67,15.0
2025-01-29,CUST-01275,Product C,Home & Kitchen,North,4,391.0,256.78,134.22,0.0
2025-01-29,CUST-01030,Product A,Electronics,West,2,438.9,257.01,181.89,5.0
2025-01-29,CUST-02476,Product C,Home & Kitchen,North,2,166.18,111.87,54.31,15.0
2025-01-30,CUST-01690,Product A,Electronics,South,2,440.0,264.0,176.0,0.0
2025-01-30,CUST-01401,Product B,Electronics,North,4,1564.0,893.03,670.97,0.0
2025-01-30,CUST-02880,Product B,Electronics,South,3,969.0,581.63,387.37,5.0
2025-01-30,CUST-02785,Product A,Electronics,West,4,831.6,522.13,309.47,10.0
2025-01-30,CUST-01680,Product D,Apparel,East,4,162.0,93.32,68.68,0.0
2025-01-30,CUST-02907,Product A,Electronics,East,3,594.0,351.73,242.27,0.0
2025-01-30,CUST-00992,Product B,Electronics,West,3,1017.45,635.42,382.03,5.0
2025-01-30,CUST-00559,Product D,Apparel,West,1,40.16,32.34,7.82,15.0
2025-01-30,CUST-02575,Product D,Apparel,South,4,171.0,123.0,48.0,5.0
2025-01-30,CUST-00238,Product D,Apparel,South,3,114.75,92.32,22.43,15.0
2025-01-30,CUST-01710,Product B,Electronics,West,1,339.15,219.63,119.52,5.0
2025-01-30,CUST-02413,Product A,Electronics,North,4,961.4,674.43,286.97,5.0
2025-01-30,CUST-01591,Product A,Electronics,South,6,1320.0,902.39,417.61,0.0
2025-01-30,CUST-00333,Product A,Electronics,North,1,215.05,142.02,73.03,15.0
2025-01-30,CUST-00277,Product D,Apparel,North,5,258.75,143.18,115.57,0.0
2025-01-30,CUST-02002,Product A,Electronics,West,2,462.0,285.42,176.58,0.0
2025-01-30,CUST-00419,Product B,Electronics,South,3,918.0,646.33,271.67,10.0
2025-01-30,CUST-01213,Product B,Electronics,East,2,520.2,399.51,120.69,15.0
2025-01-30,CUST-02039,Product C,Home & Kitchen,North,4,391.0,240.7,150.3,0.0
2025-01-30,CUST-02003,Product A,Electronics,South,5,1100.0,619.1,480.9,0.0
2025-01-30,CUST-02112,Product E,Apparel,North,3,207.0,137.29,69.71,0.0
2025-01-30,CUST-02090,Product D,Apparel,South,1,45.0,29.43,15.57,0.0
2025-01-30,CUST-00255,Product A,Electronics,South,3,627.0,439.9,187.1,5.0
2025-01-30,CUST-02535,Product E,Apparel,West,3,179.55,124.83,54.72,5.0
2025-01-30,CUST-02797,Product D,Apparel,East,2,68.85,53.48,15.37,15.0
2025-01-30,CUST-01418,Product B,Electronics,North,2,782.0,435.13,346.87,0.0
2025-01-30,CUST-00377,Product E,Apparel,East,4,172.8,128.21,44.59,20.0
2025-01-30,CUST-01571,Product C,Home & Kitchen,North,2,166.18,120.14,46.04,15.0
2025-01-30,CUST-02930,Product B,Electronics,West,1,357.0,198.11,158.89,0.0
2025-01-30,CUST-01394,Product D,Apparel,East,1,38.48,23.31,15.17,5.0
2025-01-30,CUST-02658,Product A,Electronics,South,2,440.0,294.26,145.74,0.0
2025-01-30,CUST-02838,Product E,Apparel,South,1,60.0,40.84,19.16,0.0
2025-01-30,CUST-02690,Product B,Electronics,North,3,1173.0,774.94,398.06,0.0
2025-01-30,CUST-00474,Product B,Electronics,West,2,714.0,469.59,244.41,0.0
2025-01-30,CUST-02072,Product C,Home & Kitchen,North,1,87.98,64.82,23.16,10.0
2025-01-30,CUST-02628,Product C,Home & Kitchen,West,2,169.58,122.25,47.33,5.0
2025-01-30,CUST-00532,Product B,Electronics,West,3,1071.0,732.71,338.29,0.0
2025-01-31,CUST-01086,Product D,Apparel,East,1,38.48,27.09,11.39,5.0
2025-01-31,CUST-01928,Product A,Electronics,West,1,219.45,146.51,72.94,5.0
2025-01-31,CUST-00584,Product C,Home & Kitchen,South,7,565.25,400.12,165.13,5.0
2025-01-31,CUST-00136,Product D,Apparel,West,2,94.5,58.14,36.36,0.0
2025-01-31,CUST-00724,Product C,Home & Kitchen,West,1,75.86,59.55,16.31,15.0
2025-01-31,CUST-00432,Product A,Electronics,East,3,534.6,413.5,121.1,10.0
2025-01-31,CUST-01274,Product A,Electronics,North,3,759.0,485.43,273.57,0.0
2025-01-31,CUST-01291,Product A,Electronics,North,2,430.1,347.67,82.43,15.0
2025-01-31,CUST-00421,Product D,Apparel,East,1,40.5,22.58,17.92,0.0
2025-01-31,CUST-01227,Product C,Home & Kitchen,East,1,72.68,51.78,20.9,5.0
2025-01-31,CUST-02108,Product A,Electronics,East,2,396.0,262.01,133.99,0.0
2025-01-31,CUST-00854,Product B,Electronics,West,2,714.0,420.64,293.36,0.0
2025-01-31,CUST-01986,Product C,Home & Kitchen,South,4,323.0,220.47,102.53,5.0
2025-01-31,CUST-01045,Product A,Electronics,South,4,880.0,589.46,290.54,0.0
2025-01-31,CUST-02954,Product E,Apparel,West,4,252.0,159.04,92.96,0.0
2025-01-31,CUST-01729,Product E,Apparel,West,5,299.25,188.36,110.89,5.0
2025-01-31,CUST-00765,Product D,Apparel,West,5,236.25,145.66,90.59,0.0
2025-01-31,CUST-01883,Product A,Electronics,East,3,594.0,386.67,207.33,0.0
2025-01-31,CUST-01035,Product B,Electronics,East,1,306.0,209.61,96.39,0.0
2025-01-31,CUST-02293,Product E,Apparel,South,1,60.0,33.43,26.57,0.0
2025-01-31,CUST-00937,Product A,Electronics,North,1,227.7,174.42,53.28,10.0
2025-01-31,CUST-00413,Product A,Electronics,North,3,759.0,435.99,323.01,0.0
2025-01-31,CUST-00103,Product D,Apparel,East,1,36.45,27.12,9.33,10.0
2025-01-31,CUST-01672,Product A,Electronics,East,2,376.2,233.55,142.65,5.0
2025-01-31,CUST-02034,Product D,Apparel,North,4,207.0,127.74,79.26,0.0
2025-01-31,CUST-01986,Product C,Home & Kitchen,East,5,382.5,222.97,159.53,0.0
2025-01-31,CUST-00579,Product B,Electronics,West,3,1017.45,596.35,421.1,5.0
2025-01-31,CUST-01799,Product C,Home & Kitchen,North,7,615.82,409.22,206.6,10.0
2025-01-31,CUST-00152,Product B,Electronics,North,3,1173.0,699.0,474.0,0.0
2025-01-31,CUST-00096,Product D,Apparel,West,4,189.0,113.9,75.1,0.0
2025-01-31,CUST-00497,Product A,Electronics,South,3,627.0,433.0,194.0,5.0
2025-01-31,CUST-01236,Product C,Home & Kitchen,East,4,306.0,209.96,96.04,0.0
2025-01-31,CUST-00711,Product B,Electronics,South,6,2040.0,1376.37,663.63,0.0
2025-01-31,CUST-00585,Product C,Home & Kitchen,South,2,153.0,114.1,38.9,10.0
2025-01-31,CUST-00314,Product E,Apparel,East,2,108.0,74.88,33.12,0.0
2025-01-31,CUST-01230,Product A,Electronics,South,2,396.0,242.93,153.07,10.0
2025-01-31,CUST-01120,Product D,Apparel,West,7,330.75,219.7,111.05,0.0
2025-01-31,CUST-02384,Product B,Electronics,North,2,782.0,488.5,293.5,0.0
2025-01-31,CUST-01492,Product C,Home & Kitchen,South,4,340.0,203.19,136.81,0.0
2025-01-31,CUST-02475,Product B,Electronics,West,4,1428.0,897.66,530.34,0.0
2025-01-31,CUST-02012,Product C,Home & Kitchen,North,4,391.0,233.31,157.69,0.0
2025-01-31,CUST-00397,Product A,Electronics,North,1,240.35,160.84,79.51,5.0
2025-01-31,CUST-02128,Product B,Electronics,North,2,782.0,538.99,243.01,0.0
2025-01-31,CUST-01400,Product B,Electronics,North,4,1564.0,1055.09,508.91,0.0
2025-01-31,CUST-01855,Product E,Apparel,West,5,315.0,190.65,124.35,0.0
2025-01-31,CUST-02136,Product E,Apparel,South,3,171.0,116.58,54.42,5.0
2025-01-31,CUST-01282,Product B,Electronics,West,1,357.0,244.22,112.78,0.0
2025-01-31,CUST-00622,Product C,Home & Kitchen,West,5,446.25,264.75,181.5,0.0
2025-01-31,CUST-01650,Product B,Electronics,South,1,340.0,235.74,104.26,0.0
2025-01-31,CUST-00584,Product E,Apparel,East,1,54.0,37.06,16.94,0.0
2025-01-31,CUST-00894,Product A,Electronics,South,1,209.0,132.05,76.95,5.0
2025-01-31,CUST-00934,Product A,Electronics,West,3,658.35,454.44,203.91,5.0
2025-01-31,CUST-00244,Product C,Home & Kitchen,North,1,83.09,60.54,22.55,15.0
2025-01-31,CUST-00278,Product E,Apparel,East,1,54.0,35.01,18.99,0.0
2025-02-01,CUST-01554,Product A,Electronics,South,4,836.0,516.91,319.09,5.0
2025-02-01,CUST-01781,Product B,Electronics,South,3,867.0,665.06,201.94,15.0
2025-02-01,CUST-00627,Product C,Home & Kitchen,South,3,255.0,152.57,102.43,0.0
2025-02-01,CUST-02377,Product D,Apparel,West,6,226.8,170.9,55.9,20.0
2025-02-01,CUST-02955,Product A,Electronics,North,3,759.0,422.44,336.56,0.0
2025-02-01,CUST-02461,Product C,Home & Kitchen,South,3,255.0,144.5,110.5,0.0
2025-02-01,CUST-01828,Product D,Apparel,West,4,189.0,129.02,59.98,0.0
2025-02-01,CUST-02679,Product A,Electronics,West,2,438.9,271.19,167.71,5.0
2025-02-01,CUST-00658,Product C,Home & Kitchen,North,1,97.75,65.86,31.89,0.0
2025-02-01,CUST-00737,Product C,Home & Kitchen,East,4,306.0,193.93,112.07,0.0
2025-02-01,CUST-01309,Product B,Electronics,South,3,918.0,645.48,272.52,10.0
2025-02-01,CUST-00698,Product B,Electronics,North,4,1564.0,940.65,623.35,0.0
2025-02-01,CUST-02236,Product D,Apparel,South,1,45.0,30.73,14.27,0.0
2025-02-01,CUST-02207,Product B,Electronics,West,4,1213.8,903.05,310.75,15.0
2025-02-01,CUST-00858,Product A,Electronics,South,1,220.0,148.51,71.49,0.0
2025-02-01,CUST-01582,Product A,Electronics,East,1,178.2,121.16,57.04,10.0
2025-02-01,CUST-00713,Product B,Electronics,South,5,1700.0,1107.68,592.32,0.0
2025-02-01,CUST-01724,Product C,Home & Kitchen,West,4,357.0,230.46,126.54,0.0
2025-02-01,CUST-01048,Product A,Electronics,West,3,589.05,412.14,176.91,15.0
2025-02-01,CUST-00679,Product E,Apparel,North,4,276.0,167.97,108.03,0.0
2025-02-01,CUST-00024,Product A,Electronics,South,4,836.0,598.21,237.79,5.0
2025-02-01,CUST-00925,Product C,Home & Kitchen,South,2,170.0,100.41,69.59,0.0
2025-02-01,CUST-01315,Product A,Electronics,East,4,673.2,550.02,123.18,15.0
2025-02-01,CUST-00657,Product A,Electronics,North,4,1012.0,599.17,412.83,0.0
2025-02-01,CUST-02653,Product A,Electronics,North,7,1771.0,1160.66,610.34,0.0
2025-02-01,CUST-02748,Product B,Electronics,North,4,1564.0,934.97,629.03,0.0
2025-02-01,CUST-01826,Product C,Home & Kitchen,East,3,229.5,146.6,82.9,0.0
2025-02-01,CUST-01666,Product B,Electronics,West,2,606.9,425.3,181.6,15.0
2025-02-01,CUST-00863,Product A,Electronics,West,6,1316.7,908.31,408.39,5.0
2025-02-01,CUST-02922,Product D,Apparel,East,5,192.38,113.57,78.81,5.0
2025-02-01,CUST-01196,Product B,Electronics,North,1,371.45,231.45,140.0,5.0
2025-02-01,CUST-01269,Product D,Apparel,North,7,362.25,236.44,125.81,0.0
2025-02-01,CUST-02038,Product E,Apparel,North,4,276.0,170.88,105.12,0.0
2025-02-01,CUST-00840,Product C,Home & Kitchen,East,1,76.5,50.59,25.91,0.0
2025-02-01,CUST-01107,Product A,Electronics,North,2,455.4,317.27,138.13,10.0
2025-02-01,CUST-01870,Product B,Electronics,North,4,1564.0,934.8,629.2,0.0
2025-02-01,CUST-02804,Product B,Electronics,East,3,918.0,606.03,311.97,0.0
2025-02-01,CUST-02091,Product C,Home & Kitchen,North,4,371.45,239.99,131.46,5.0
2025-02-01,CUST-01079,Product A,Electronics,South,2,440.0,258.54,181.46,0.0
2025-02-01,CUST-01775,Product D,Apparel,West,1,42.52,29.91,12.61,10.0
2025-02-01,CUST-00654,Product E,Apparel,West,3,170.1,117.74,52.36,10.0
2025-02-01,CUST-02647,Product C,Home & Kitchen,West,4,303.45,222.16,81.29,15.0
2025-02-01,CUST-00682,Product C,Home & Kitchen,North,3,293.25,173.45,119.8,0.0
2025-02-01,CUST-01058,Product A,Electronics,West,3,693.0,405.23,287.77,0.0
2025-02-01,CUST-01785,Product A,Electronics,North,3,645.15,507.53,137.62,15.0
2025-02-01,CUST-02530,Product E,Apparel,North,1,69.0,47.39,21.61,0.0
2025-02-01,CUST-02285,Product E,Apparel,North,2,138.0,78.71,59.29,0.0
2025-02-01,CUST-00636,Product E,Apparel,East,3,162.0,107.6,54.4,0.0
2025-02-01,CUST-00193,Product E,Apparel,South,1,60.0,37.66,22.34,0.0
2025-02-01,CUST-01180,Product A,Electronics,West,3,693.0,455.78,237.22,0.0
2025-02-01,CUST-01659,Product D,Apparel,West,1,42.52,27.64,14.88,10.0
2025-02-01,CUST-02201,Product E,Apparel,West,3,189.0,124.21,64.79,0.0
2025-02-01,CUST-02862,Product E,Apparel,North,2,138.0,95.45,42.55,0.0
2025-02-01,CUST-02813,Product E,Apparel,North,5,345.0,234.67,110.33,0.0
2025-02-01,CUST-00969,Product A,Electronics,East,2,376.2,236.3,139.9,5.0
2025-02-01,CUST-01303,Product E,Apparel,North,1,55.2,44.42,10.78,20.0
2025-02-01,CUST-00054,Product A,Electronics,South,2,440.0,277.73,162.27,0.0
2025-02-01,CUST-02063,Product D,Apparel,West,5,224.44,157.81,66.63,5.0
2025-02-01,CUST-02917,Product D,Apparel,South,1,45.0,26.32,18.68,0.0
2025-02-01,CUST-00757,Product D,Apparel,East,6,243.0,140.63,102.37,0.0
2025-02-01,CUST-00579,Product D,Apparel,North,3,147.49,101.59,45.9,5.0
2025-02-01,CUST-01270,Product B,Electronics,East,5,1530.0,858.43,671.57,0.0
2025-02-01,CUST-01246,Product C,Home & Kitchen,North,4,351.9,258.69,93.21,10.0
2025-02-01,CUST-02886,Product A,Electronics,East,5,990.0,679.74,310.26,0.0
2025-02-01,CUST-01182,Product A,Electronics,North,2,506.0,309.88,196.12,0.0
2025-02-01,CUST-00234,Product B,Electronics,West,1,285.6,207.72,77.88,20.0
2025-02-02,CUST-01738,Product A,Electronics,North,7,1771.0,1231.94,539.06,0.0
2025-02-02,CUST-02730,Product D,Apparel,South,3,135.0,82.84,52.16,0.0
2025-02-02,CUST-02234,Product C,Home & Kitchen,East,1,76.5,51.82,24.68,0.0
2025-02-02,CUST-01575,Product D,Apparel,North,2,98.32,62.8,35.52,5.0
